ID,store_ID,article_ID,forecastFor,businessDate,hourOfDay,predictedQty,lowerBound,upperBound,actualQty,mape,wape,model,generatedAt
FC-WDF01-000150,WDF01,AR90018,2026-07-05T17:00:00Z,2026-07-05,17,0.043,0,0.897,,91.44,229.03,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000151,WDF01,AR90018,2026-07-05T18:00:00Z,2026-07-05,18,0.058,0,0.911,,91.44,229.03,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000152,WDF01,AR90018,2026-07-05T19:00:00Z,2026-07-05,19,0.041,0,0.895,,91.44,229.03,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000153,WDF01,AR90018,2026-07-05T20:00:00Z,2026-07-05,20,0.039,0,0.893,,91.44,229.03,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000154,WDF01,AR90018,2026-07-05T21:00:00Z,2026-07-05,21,0.019,0,0.873,,91.44,229.03,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000155,WDF01,AR00395,2026-07-04T11:00:00Z,2026-07-04,11,0.016,0,0.603,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000156,WDF01,AR00395,2026-07-04T12:00:00Z,2026-07-04,12,0.029,0,0.616,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000157,WDF01,AR00395,2026-07-04T13:00:00Z,2026-07-04,13,0.028,0,0.615,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000158,WDF01,AR00395,2026-07-04T14:00:00Z,2026-07-04,14,0.032,0,0.619,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000159,WDF01,AR00395,2026-07-04T15:00:00Z,2026-07-04,15,0.026,0,0.613,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000160,WDF01,AR00395,2026-07-04T16:00:00Z,2026-07-04,16,0.021,0,0.608,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000161,WDF01,AR00395,2026-07-04T17:00:00Z,2026-07-04,17,0.028,0,0.615,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000162,WDF01,AR00395,2026-07-04T18:00:00Z,2026-07-04,18,0.017,0,0.604,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000163,WDF01,AR00395,2026-07-04T19:00:00Z,2026-07-04,19,0.017,0,0.604,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000164,WDF01,AR00395,2026-07-05T11:00:00Z,2026-07-05,11,0.03,0,0.617,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000165,WDF01,AR00395,2026-07-05T12:00:00Z,2026-07-05,12,0.054,0,0.641,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000166,WDF01,AR00395,2026-07-05T13:00:00Z,2026-07-05,13,0.053,0,0.64,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000167,WDF01,AR00395,2026-07-05T14:00:00Z,2026-07-05,14,0.061,0,0.647,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000168,WDF01,AR00395,2026-07-05T15:00:00Z,2026-07-05,15,0.049,0,0.635,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000169,WDF01,AR00395,2026-07-05T16:00:00Z,2026-07-05,16,0.039,0,0.626,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000170,WDF01,AR00395,2026-07-05T17:00:00Z,2026-07-05,17,0.053,0,0.639,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000171,WDF01,AR00395,2026-07-05T18:00:00Z,2026-07-05,18,0.033,0,0.619,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000172,WDF01,AR00395,2026-07-05T19:00:00Z,2026-07-05,19,0.032,0,0.619,,92.85,185.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000173,WDF01,AR00394,2026-07-03T22:00:00Z,2026-07-03,22,0.017,0,0.655,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000174,WDF01,AR00394,2026-07-04T12:00:00Z,2026-07-04,12,0.043,0,0.68,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000175,WDF01,AR00394,2026-07-04T13:00:00Z,2026-07-04,13,0.042,0,0.68,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000176,WDF01,AR00394,2026-07-04T14:00:00Z,2026-07-04,14,0.045,0,0.683,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000177,WDF01,AR00394,2026-07-04T15:00:00Z,2026-07-04,15,0.044,0,0.681,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000178,WDF01,AR00394,2026-07-04T16:00:00Z,2026-07-04,16,0.046,0,0.683,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000179,WDF01,AR00394,2026-07-04T17:00:00Z,2026-07-04,17,0.032,0,0.669,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000180,WDF01,AR00394,2026-07-04T18:00:00Z,2026-07-04,18,0.019,0,0.656,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000181,WDF01,AR00394,2026-07-04T19:00:00Z,2026-07-04,19,0.023,0,0.66,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000182,WDF01,AR00394,2026-07-04T20:00:00Z,2026-07-04,20,0.021,0,0.659,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000183,WDF01,AR00394,2026-07-05T08:00:00Z,2026-07-05,8,0.023,0,0.66,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000184,WDF01,AR00394,2026-07-05T10:00:00Z,2026-07-05,10,0.016,0,0.653,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000185,WDF01,AR00394,2026-07-05T12:00:00Z,2026-07-05,12,0.08,0,0.718,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000186,WDF01,AR00394,2026-07-05T13:00:00Z,2026-07-05,13,0.08,0,0.717,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000187,WDF01,AR00394,2026-07-05T14:00:00Z,2026-07-05,14,0.085,0,0.723,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000188,WDF01,AR00394,2026-07-05T15:00:00Z,2026-07-05,15,0.082,0,0.719,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000189,WDF01,AR00394,2026-07-05T16:00:00Z,2026-07-05,16,0.086,0,0.724,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000190,WDF01,AR00394,2026-07-05T17:00:00Z,2026-07-05,17,0.06,0,0.698,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000191,WDF01,AR00394,2026-07-05T18:00:00Z,2026-07-05,18,0.036,0,0.673,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000192,WDF01,AR00394,2026-07-05T19:00:00Z,2026-07-05,19,0.043,0,0.68,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000193,WDF01,AR00394,2026-07-05T20:00:00Z,2026-07-05,20,0.04,0,0.678,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000194,WDF01,AR00394,2026-07-05T21:00:00Z,2026-07-05,21,0.019,0,0.656,,91.25,289.48,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000195,WDF01,AR00136,2026-07-03T22:00:00Z,2026-07-03,22,0.016,0,1.155,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000196,WDF01,AR00136,2026-07-04T12:00:00Z,2026-07-04,12,0.067,0,1.205,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000197,WDF01,AR00136,2026-07-04T13:00:00Z,2026-07-04,13,0.103,0,1.242,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000198,WDF01,AR00136,2026-07-04T14:00:00Z,2026-07-04,14,0.07,0,1.208,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000199,WDF01,AR00136,2026-07-04T15:00:00Z,2026-07-04,15,0.121,0,1.259,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000200,WDF01,AR00136,2026-07-04T16:00:00Z,2026-07-04,16,0.083,0,1.222,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000201,WDF01,AR00136,2026-07-04T17:00:00Z,2026-07-04,17,0.065,0,1.204,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000202,WDF01,AR00136,2026-07-04T18:00:00Z,2026-07-04,18,0.046,0,1.184,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000203,WDF01,AR00136,2026-07-04T19:00:00Z,2026-07-04,19,0.037,0,1.176,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000204,WDF01,AR00136,2026-07-04T20:00:00Z,2026-07-04,20,0.017,0,1.155,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000205,WDF01,AR00136,2026-07-04T21:00:00Z,2026-07-04,21,0.026,0,1.165,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000206,WDF01,AR00136,2026-07-05T09:00:00Z,2026-07-05,9,0.019,0,1.157,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000207,WDF01,AR00136,2026-07-05T10:00:00Z,2026-07-05,10,0.026,0,1.165,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000208,WDF01,AR00136,2026-07-05T11:00:00Z,2026-07-05,11,0.022,0,1.161,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000209,WDF01,AR00136,2026-07-05T12:00:00Z,2026-07-05,12,0.125,0,1.264,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000210,WDF01,AR00136,2026-07-05T13:00:00Z,2026-07-05,13,0.194,0,1.332,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000211,WDF01,AR00136,2026-07-05T14:00:00Z,2026-07-05,14,0.131,0,1.27,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000212,WDF01,AR00136,2026-07-05T15:00:00Z,2026-07-05,15,0.227,0,1.366,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000213,WDF01,AR00136,2026-07-05T16:00:00Z,2026-07-05,16,0.157,0,1.295,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000214,WDF01,AR00136,2026-07-05T17:00:00Z,2026-07-05,17,0.123,0,1.262,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000215,WDF01,AR00136,2026-07-05T18:00:00Z,2026-07-05,18,0.086,0,1.225,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000216,WDF01,AR00136,2026-07-05T19:00:00Z,2026-07-05,19,0.07,0,1.208,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000217,WDF01,AR00136,2026-07-05T20:00:00Z,2026-07-05,20,0.031,0,1.17,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000218,WDF01,AR00136,2026-07-05T21:00:00Z,2026-07-05,21,0.049,0,1.188,,78.08,165.29,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000219,WDF01,AR90034,2026-07-03T22:00:00Z,2026-07-03,22,0.044,0,2.313,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000220,WDF01,AR90034,2026-07-04T12:00:00Z,2026-07-04,12,0.021,0,2.29,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000221,WDF01,AR90034,2026-07-04T13:00:00Z,2026-07-04,13,0.03,0,2.299,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000222,WDF01,AR90034,2026-07-04T14:00:00Z,2026-07-04,14,0.026,0,2.295,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000223,WDF01,AR90034,2026-07-04T15:00:00Z,2026-07-04,15,0.025,0,2.294,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000224,WDF01,AR90034,2026-07-04T16:00:00Z,2026-07-04,16,0.038,0,2.307,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000225,WDF01,AR90034,2026-07-04T17:00:00Z,2026-07-04,17,0.036,0,2.305,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000226,WDF01,AR90034,2026-07-04T18:00:00Z,2026-07-04,18,0.03,0,2.299,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000227,WDF01,AR90034,2026-07-04T19:00:00Z,2026-07-04,19,0.018,0,2.287,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000228,WDF01,AR90034,2026-07-04T21:00:00Z,2026-07-04,21,0.027,0,2.296,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000229,WDF01,AR90034,2026-07-04T22:00:00Z,2026-07-04,22,0.019,0,2.288,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000230,WDF01,AR90034,2026-07-05T09:00:00Z,2026-07-05,9,0.016,0,2.285,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000231,WDF01,AR90034,2026-07-05T11:00:00Z,2026-07-05,11,0.019,0,2.288,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000232,WDF01,AR90034,2026-07-05T12:00:00Z,2026-07-05,12,0.039,0,2.308,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000233,WDF01,AR90034,2026-07-05T13:00:00Z,2026-07-05,13,0.056,0,2.325,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000234,WDF01,AR90034,2026-07-05T14:00:00Z,2026-07-05,14,0.05,0,2.319,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000235,WDF01,AR90034,2026-07-05T15:00:00Z,2026-07-05,15,0.048,0,2.317,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000236,WDF01,AR90034,2026-07-05T16:00:00Z,2026-07-05,16,0.071,0,2.34,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000237,WDF01,AR90034,2026-07-05T17:00:00Z,2026-07-05,17,0.067,0,2.336,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000238,WDF01,AR90034,2026-07-05T18:00:00Z,2026-07-05,18,0.056,0,2.325,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000239,WDF01,AR90034,2026-07-05T19:00:00Z,2026-07-05,19,0.034,0,2.303,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000240,WDF01,AR90034,2026-07-05T20:00:00Z,2026-07-05,20,0.023,0,2.292,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000241,WDF01,AR90034,2026-07-05T21:00:00Z,2026-07-05,21,0.05,0,2.319,,92.03,271.57,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000242,WDF01,AR90015,2026-07-04T01:00:00Z,2026-07-04,1,0.025,0,0.65,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000243,WDF01,AR90015,2026-07-04T08:00:00Z,2026-07-04,8,0.029,0,0.655,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000244,WDF01,AR90015,2026-07-04T09:00:00Z,2026-07-04,9,0.027,0,0.653,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000245,WDF01,AR90015,2026-07-04T11:00:00Z,2026-07-04,11,0.017,0,0.642,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000246,WDF01,AR90015,2026-07-04T12:00:00Z,2026-07-04,12,0.091,0,0.716,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000247,WDF01,AR90015,2026-07-04T13:00:00Z,2026-07-04,13,0.087,0,0.712,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000248,WDF01,AR90015,2026-07-04T14:00:00Z,2026-07-04,14,0.055,0,0.681,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000249,WDF01,AR90015,2026-07-04T15:00:00Z,2026-07-04,15,0.032,0,0.658,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000250,WDF01,AR90015,2026-07-04T16:00:00Z,2026-07-04,16,0.044,0,0.669,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000251,WDF01,AR90015,2026-07-04T17:00:00Z,2026-07-04,17,0.032,0,0.658,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000252,WDF01,AR90015,2026-07-04T18:00:00Z,2026-07-04,18,0.054,0,0.68,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000253,WDF01,AR90015,2026-07-04T19:00:00Z,2026-07-04,19,0.02,0,0.645,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000254,WDF01,AR90015,2026-07-05T01:00:00Z,2026-07-05,1,0.047,0,0.673,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000255,WDF01,AR90015,2026-07-05T02:00:00Z,2026-07-05,2,0.023,0,0.649,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000256,WDF01,AR90015,2026-07-05T07:00:00Z,2026-07-05,7,0.018,0,0.644,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000257,WDF01,AR90015,2026-07-05T08:00:00Z,2026-07-05,8,0.055,0,0.681,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000258,WDF01,AR90015,2026-07-05T09:00:00Z,2026-07-05,9,0.051,0,0.677,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000259,WDF01,AR90015,2026-07-05T10:00:00Z,2026-07-05,10,0.021,0,0.646,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000260,WDF01,AR90015,2026-07-05T11:00:00Z,2026-07-05,11,0.031,0,0.657,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000261,WDF01,AR90015,2026-07-05T12:00:00Z,2026-07-05,12,0.171,0,0.796,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000262,WDF01,AR90015,2026-07-05T13:00:00Z,2026-07-05,13,0.163,0,0.789,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000263,WDF01,AR90015,2026-07-05T14:00:00Z,2026-07-05,14,0.104,0,0.73,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000264,WDF01,AR90015,2026-07-05T15:00:00Z,2026-07-05,15,0.06,0,0.686,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000265,WDF01,AR90015,2026-07-05T16:00:00Z,2026-07-05,16,0.083,0,0.708,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000266,WDF01,AR90015,2026-07-05T17:00:00Z,2026-07-05,17,0.06,0,0.686,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000267,WDF01,AR90015,2026-07-05T18:00:00Z,2026-07-05,18,0.102,0,0.727,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000268,WDF01,AR90015,2026-07-05T19:00:00Z,2026-07-05,19,0.037,0,0.662,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000269,WDF01,AR90015,2026-07-05T20:00:00Z,2026-07-05,20,0.017,0,0.642,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000270,WDF01,AR90015,2026-07-05T21:00:00Z,2026-07-05,21,0.018,0,0.644,,84.01,166.07,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000271,WDF01,AR00188,2026-07-04T08:00:00Z,2026-07-04,8,0.023,0,0.369,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000272,WDF01,AR00188,2026-07-04T09:00:00Z,2026-07-04,9,0.024,0,0.371,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000273,WDF01,AR00188,2026-07-04T10:00:00Z,2026-07-04,10,0.03,0,0.376,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000274,WDF01,AR00188,2026-07-04T13:00:00Z,2026-07-04,13,0.033,0,0.379,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000275,WDF01,AR00188,2026-07-04T14:00:00Z,2026-07-04,14,0.025,0,0.371,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000276,WDF01,AR00188,2026-07-04T15:00:00Z,2026-07-04,15,0.02,0,0.366,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000277,WDF01,AR00188,2026-07-04T16:00:00Z,2026-07-04,16,0.034,0,0.38,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000278,WDF01,AR00188,2026-07-04T17:00:00Z,2026-07-04,17,0.035,0,0.381,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000279,WDF01,AR00188,2026-07-04T18:00:00Z,2026-07-04,18,0.045,0,0.391,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000280,WDF01,AR00188,2026-07-04T19:00:00Z,2026-07-04,19,0.033,0,0.379,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000281,WDF01,AR00188,2026-07-04T20:00:00Z,2026-07-04,20,0.02,0,0.366,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000282,WDF01,AR00188,2026-07-05T07:00:00Z,2026-07-05,7,0.018,0,0.364,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000283,WDF01,AR00188,2026-07-05T08:00:00Z,2026-07-05,8,0.044,0,0.39,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000284,WDF01,AR00188,2026-07-05T09:00:00Z,2026-07-05,9,0.046,0,0.392,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000285,WDF01,AR00188,2026-07-05T10:00:00Z,2026-07-05,10,0.057,0,0.403,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000286,WDF01,AR00188,2026-07-05T11:00:00Z,2026-07-05,11,0.026,0,0.372,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000287,WDF01,AR00188,2026-07-05T12:00:00Z,2026-07-05,12,0.025,0,0.372,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000288,WDF01,AR00188,2026-07-05T13:00:00Z,2026-07-05,13,0.062,0,0.408,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000289,WDF01,AR00188,2026-07-05T14:00:00Z,2026-07-05,14,0.047,0,0.394,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000290,WDF01,AR00188,2026-07-05T15:00:00Z,2026-07-05,15,0.038,0,0.384,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000291,WDF01,AR00188,2026-07-05T16:00:00Z,2026-07-05,16,0.064,0,0.411,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000292,WDF01,AR00188,2026-07-05T17:00:00Z,2026-07-05,17,0.066,0,0.412,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000293,WDF01,AR00188,2026-07-05T18:00:00Z,2026-07-05,18,0.085,0,0.431,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000294,WDF01,AR00188,2026-07-05T19:00:00Z,2026-07-05,19,0.062,0,0.408,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000295,WDF01,AR00188,2026-07-05T20:00:00Z,2026-07-05,20,0.037,0,0.383,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000296,WDF01,AR00188,2026-07-05T21:00:00Z,2026-07-05,21,0.016,0,0.362,,89.98,225.82,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000297,WDF01,AR00080,2026-07-04T14:00:00Z,2026-07-04,14,0.018,0,1.826,,94.87,238.92,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
FC-WDF01-000298,WDF01,AR00080,2026-07-04T15:00:00Z,2026-07-04,15,0.032,0,1.84,,94.87,238.92,SeasonalProfile+EWMA,2026-07-29T02:51:21Z
