articleName,quantity,netRevenue,vatAmount,dueAmount,hourStart,date,hour,dayOfWeek
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-01-19 15:00:00,2026-01-19,15,0
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-01-19 15:00:00,2026-01-19,15,0
Soft Protein Riegel Salted Peanut Carame,1.0,2.99,0.21,3.2,2026-01-19 15:00:00,2026-01-19,15,0
Aramark Seasoning Mix,3.0,10.9,0.77,11.67,2026-01-19 15:00:00,2026-01-19,15,0
"Leergut 0,15 EUR",2.0,0.26,0.04,0.3,2026-01-19 15:00:00,2026-01-19,15,0
"Leergut 0,25 EUR",2.0,0.41,0.09,0.5,2026-01-19 15:00:00,2026-01-19,15,0
"Red Bull Sugar Free 0,25",1.0,1.43,0.27,1.7,2026-01-19 15:00:00,2026-01-19,15,0
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-19 15:00:00,2026-01-19,15,0
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-19 15:00:00,2026-01-19,15,0
Red Bull Summer Edition,1.0,1.43,0.27,1.7,2026-01-19 15:00:00,2026-01-19,15,0
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-01-20 10:00:00,2026-01-20,10,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-20 10:00:00,2026-01-20,10,1
"Red Bull 0,25",1.0,1.43,0.27,1.7,2026-01-20 10:00:00,2026-01-20,10,1
Nivea Creme,1.0,2.44,0.46,2.9,2026-01-20 11:00:00,2026-01-20,11,1
HANDL Veggie Almjäger,1.0,2.61,0.18,2.79,2026-01-20 11:00:00,2026-01-20,11,1
Steiner´s High Protein Spätzle,2.0,7.27,0.51,7.78,2026-01-20 13:00:00,2026-01-20,13,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-20 14:00:00,2026-01-20,14,1
"Coca Cola 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-20 14:00:00,2026-01-20,14,1
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-01-20 15:00:00,2026-01-20,15,1
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-01-20 15:00:00,2026-01-20,15,1
"Leergut 0,25 EUR",2.0,0.42,0.08,0.5,2026-01-20 15:00:00,2026-01-20,15,1
Red Bull Green Edition,1.0,1.43,0.27,1.7,2026-01-20 15:00:00,2026-01-20,15,1
"Red Bull 0,25",1.0,1.43,0.27,1.7,2026-01-20 15:00:00,2026-01-20,15,1
Knoppers,1.0,0.47,0.03,0.5,2026-01-20 16:00:00,2026-01-20,16,1
Kinder Country,1.0,0.46,0.04,0.5,2026-01-20 16:00:00,2026-01-20,16,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-20 16:00:00,2026-01-20,16,1
Red Bull Green Edition,1.0,1.43,0.27,1.7,2026-01-20 16:00:00,2026-01-20,16,1
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-01-20 17:00:00,2026-01-20,17,1
Croissant Schnecke,2.0,3.36,0.24,3.6,2026-01-20 18:00:00,2026-01-20,18,1
Haribo Tropifrutti 100g. 30St.,1.0,0.94,0.06,1.0,2026-01-20 18:00:00,2026-01-20,18,1
Saltletts Sticks 75g,1.0,0.65,0.05,0.7,2026-01-20 18:00:00,2026-01-20,18,1
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-20 18:00:00,2026-01-20,18,1
DPG Vitamin Well Hydrate,1.0,1.64,0.31,1.95,2026-01-20 18:00:00,2026-01-20,18,1
Beef Jerky Original,1.0,2.33,0.17,2.5,2026-01-20 19:00:00,2026-01-20,19,1
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-01-20 19:00:00,2026-01-20,19,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-01-20 19:00:00,2026-01-20,19,1
HOMEMADE BUN Salami,1.0,2.33,0.17,2.5,2026-01-20 21:00:00,2026-01-20,21,1
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-01-20 21:00:00,2026-01-20,21,1
"Leergut 0,25 EUR",4.0,0.84,0.16,1.0,2026-01-20 21:00:00,2026-01-20,21,1
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-01-20 21:00:00,2026-01-20,21,1
"Monster Energy 0,5l",1.0,1.85,0.35,2.2,2026-01-20 21:00:00,2026-01-20,21,1
Red Bull Green Edition,1.0,1.43,0.27,1.7,2026-01-20 21:00:00,2026-01-20,21,1
Red Bull Summer Edition,1.0,1.43,0.27,1.7,2026-01-20 21:00:00,2026-01-20,21,1
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-21 00:00:00,2026-01-21,0,2
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-01-21 00:00:00,2026-01-21,0,2
HOMEMADE BUN Salami,1.0,2.33,0.17,2.5,2026-01-21 09:00:00,2026-01-21,9,2
HOMEMADE BUN Veggie Laugenecke Tom Moz,1.0,2.34,0.16,2.5,2026-01-21 09:00:00,2026-01-21,9,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-01-21 09:00:00,2026-01-21,9,2
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-01-21 09:00:00,2026-01-21,9,2
"Monster Energy 0,5l",1.0,1.85,0.35,2.2,2026-01-21 09:00:00,2026-01-21,9,2
Red Bull Green Edition,1.0,1.43,0.27,1.7,2026-01-21 09:00:00,2026-01-21,9,2
Protein Bar Vanilla Stracci,1.0,0.93,0.07,1.0,2026-01-21 11:00:00,2026-01-21,11,2
Black Truffle Trufa Negra 24 Beutel á,1.0,1.12,0.08,1.2,2026-01-21 14:00:00,2026-01-21,14,2
Red Band Briket Sup. Sauer 200St. Dose,1.0,6.45,0.45,6.9,2026-01-21 14:00:00,2026-01-21,14,2
Gepa Schokolade Noir Edelbitter 100g,1.0,2.57,0.18,2.75,2026-01-21 14:00:00,2026-01-21,14,2
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-01-21 16:00:00,2026-01-21,16,2
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-01-21 16:00:00,2026-01-21,16,2
M&M Peanut,1.0,0.93,0.07,1.0,2026-01-21 16:00:00,2026-01-21,16,2
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-01-21 16:00:00,2026-01-21,16,2
Croissant Schnecke,1.0,1.69,0.11,1.8,2026-01-21 16:00:00,2026-01-21,16,2
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-01-21 16:00:00,2026-01-21,16,2
GIANT Flapjack Hazelnut,1.0,1.12,0.08,1.2,2026-01-21 16:00:00,2026-01-21,16,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-21 16:00:00,2026-01-21,16,2
FUZE T ZITRONE,1.0,1.43,0.27,1.7,2026-01-21 16:00:00,2026-01-21,16,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-21 18:00:00,2026-01-21,18,2
DPG Vitamin Well Prepare,1.0,1.64,0.31,1.95,2026-01-21 18:00:00,2026-01-21,18,2
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-21 21:00:00,2026-01-21,21,2
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-01-22 07:00:00,2026-01-22,7,3
Schinken Käse Croissant Snack,1.0,1.68,0.12,1.8,2026-01-22 09:00:00,2026-01-22,9,3
Oreo Classic,1.0,2.71,0.19,2.9,2026-01-22 13:00:00,2026-01-22,13,3
M Cooky Spritzgebäck,1.0,1.87,0.13,2.0,2026-01-22 13:00:00,2026-01-22,13,3
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-01-22 13:00:00,2026-01-22,13,3
Gefüllter Triple Chocolate Muffin,2.0,4.12,0.28,4.4,2026-01-22 13:00:00,2026-01-22,13,3
Twix Xtra 75g,1.0,1.13,0.07,1.2,2026-01-22 13:00:00,2026-01-22,13,3
Kitkat Chunky 40g Nestlé,1.0,0.93,0.07,1.0,2026-01-22 13:00:00,2026-01-22,13,3
Haribo Tropifrutti 100g. 30St.,1.0,0.94,0.06,1.0,2026-01-22 13:00:00,2026-01-22,13,3
Saltletts Sticks 75g,1.0,0.65,0.05,0.7,2026-01-22 13:00:00,2026-01-22,13,3
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-01-22 13:00:00,2026-01-22,13,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-22 13:00:00,2026-01-22,13,3
"Red Bull 0,25",1.0,1.43,0.27,1.7,2026-01-22 13:00:00,2026-01-22,13,3
Manner Neapolitaner Schnitten 75g,1.0,0.93,0.07,1.0,2026-01-22 14:00:00,2026-01-22,14,3
Beef Jerky Original,2.0,4.68,0.32,5.0,2026-01-22 14:00:00,2026-01-22,14,3
GO FRESH Sandw SweetChili,1.0,3.55,0.25,3.8,2026-01-22 14:00:00,2026-01-22,14,3
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-01-22 14:00:00,2026-01-22,14,3
Snickers Protein Riegel,1.0,2.99,0.21,3.2,2026-01-22 15:00:00,2026-01-22,15,3
Mars Protein 50g,1.0,2.99,0.21,3.2,2026-01-22 15:00:00,2026-01-22,15,3
Aramark Seasoning Mix,1.0,3.64,0.25,3.89,2026-01-22 15:00:00,2026-01-22,15,3
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-01-22 17:00:00,2026-01-22,17,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-22 17:00:00,2026-01-22,17,3
"Red Bull Sugar Free 0,25",1.0,1.43,0.27,1.7,2026-01-22 17:00:00,2026-01-22,17,3
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-01-22 18:00:00,2026-01-22,18,3
GO FRESH Salatmix Italia,1.0,6.45,0.45,6.9,2026-01-22 18:00:00,2026-01-22,18,3
GO FRESH Wrap Chicken Chi,1.0,3.55,0.25,3.8,2026-01-22 18:00:00,2026-01-22,18,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-22 18:00:00,2026-01-22,18,3
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-22 18:00:00,2026-01-22,18,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-22 18:00:00,2026-01-22,18,3
"Powerade Mountain Blast 0,5l PEW",1.0,1.35,0.25,1.6,2026-01-22 18:00:00,2026-01-22,18,3
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-22 18:00:00,2026-01-22,18,3
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-01-22 19:00:00,2026-01-22,19,3
"Leergut 0,08 EUR",2.0,0.14,0.02,0.16,2026-01-22 19:00:00,2026-01-22,19,3
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-01-22 19:00:00,2026-01-22,19,3
Teinacher Mineralwasser Naturell 0.33,1.0,1.01,0.19,1.2,2026-01-22 19:00:00,2026-01-22,19,3
Teinacher Johannisbeer Holunder,1.0,1.34,0.26,1.6,2026-01-22 19:00:00,2026-01-22,19,3
Welde Slow,1.0,1.43,0.27,1.7,2026-01-22 19:00:00,2026-01-22,19,3
Welde Alkoholfrei,1.0,1.43,0.27,1.7,2026-01-22 19:00:00,2026-01-22,19,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-01-22 23:00:00,2026-01-22,23,3
Shot Himbeere Ingwer 60ml,2.0,3.7,0.7,4.4,2026-01-23 13:00:00,2026-01-23,13,4
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-01-23 13:00:00,2026-01-23,13,4
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-01-23 13:00:00,2026-01-23,13,4
Hofeis Mango 130ml,1.0,2.34,0.16,2.5,2026-01-23 14:00:00,2026-01-23,14,4
Gefüllter Triple Chocolate Muffin,1.0,2.06,0.14,2.2,2026-01-23 14:00:00,2026-01-23,14,4
Smothie Froosh Pineapple 250ml,1.0,2.02,0.38,2.4,2026-01-23 14:00:00,2026-01-23,14,4
Smothie Froosh  Strawberry 250ml,1.0,2.01,0.39,2.4,2026-01-23 14:00:00,2026-01-23,14,4
Bio cookies & choc fairness 45g,1.0,1.12,0.08,1.2,2026-01-23 14:00:00,2026-01-23,14,4
Bio poppy & vanilla fairness 45g,1.0,1.12,0.08,1.2,2026-01-23 14:00:00,2026-01-23,14,4
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-23 14:00:00,2026-01-23,14,4
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-01-23 14:00:00,2026-01-23,14,4
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-23 16:00:00,2026-01-23,16,4
"Red Bull Sugar Free 0,25",1.0,1.43,0.27,1.7,2026-01-23 16:00:00,2026-01-23,16,4
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-23 18:00:00,2026-01-23,18,4
Brown Donut,2.0,2.8,0.2,3.0,2026-01-23 21:00:00,2026-01-23,21,4
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-01-24 10:00:00,2026-01-24,10,5
BiFi Roll,2.0,2.62,0.18,2.8,2026-01-24 10:00:00,2026-01-24,10,5
HOMEMADE Breakfastcup 285g,1.0,2.89,0.21,3.1,2026-01-24 10:00:00,2026-01-24,10,5
GO FRESH Sandw Pute Ei,1.0,3.55,0.25,3.8,2026-01-24 16:00:00,2026-01-24,16,5
Barebells Caramel Choco 55g,1.0,3.09,0.21,3.3,2026-01-25 13:00:00,2026-01-25,13,6
GO FRESH Sandw SweetChili,1.0,3.55,0.25,3.8,2026-01-25 13:00:00,2026-01-25,13,6
Dr Oetker Ofenfrische Peperoni Salami,1.0,3.69,0.26,3.95,2026-01-25 13:00:00,2026-01-25,13,6
Bio H Milch 1l Nature,1.0,2.1,0.15,2.25,2026-01-25 13:00:00,2026-01-25,13,6
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-25 13:00:00,2026-01-25,13,6
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-25 13:00:00,2026-01-25,13,6
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-01-25 14:00:00,2026-01-25,14,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-25 14:00:00,2026-01-25,14,6
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-01-25 14:00:00,2026-01-25,14,6
Protein Bar Chocolate,4.0,3.74,0.26,4.0,2026-01-25 15:00:00,2026-01-25,15,6
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-01-25 16:00:00,2026-01-25,16,6
Ritter Sport Nougat 100g,1.0,1.78,0.12,1.9,2026-01-25 16:00:00,2026-01-25,16,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-25 16:00:00,2026-01-25,16,6
Red Bull Green Edition,1.0,1.43,0.27,1.7,2026-01-25 16:00:00,2026-01-25,16,6
DPG Vitamin Well Reload,2.0,3.28,0.62,3.9,2026-01-25 16:00:00,2026-01-25,16,6
Grauburgunder | Weingut Oliver Zeter,1.0,10.0,1.9,11.9,2026-01-26 11:00:00,2026-01-26,11,0
GIANT Flapjack Hazelnut,1.0,1.12,0.08,1.2,2026-01-26 15:00:00,2026-01-26,15,0
Bio poppy & vanilla fairness 45g,1.0,1.12,0.08,1.2,2026-01-26 15:00:00,2026-01-26,15,0
"Bio creamy cocos fairness 37,5g",1.0,1.12,0.08,1.2,2026-01-26 15:00:00,2026-01-26,15,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-26 15:00:00,2026-01-26,15,0
Untou Bio Matcha Zitrone,1.0,1.34,0.26,1.6,2026-01-26 15:00:00,2026-01-26,15,0
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-26 16:00:00,2026-01-26,16,0
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-26 16:00:00,2026-01-26,16,0
"Red Bull Sugar Free 0,25",1.0,1.43,0.27,1.7,2026-01-26 16:00:00,2026-01-26,16,0
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-26 16:00:00,2026-01-26,16,0
Rexona Deo Men Cobalt Dry,1.0,3.28,0.62,3.9,2026-01-26 17:00:00,2026-01-26,17,0
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-01-26 17:00:00,2026-01-26,17,0
Laugenbrezel mit Butter,2.0,3.36,0.24,3.6,2026-01-26 19:00:00,2026-01-26,19,0
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-01-26 19:00:00,2026-01-26,19,0
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-01-26 19:00:00,2026-01-26,19,0
Duschdas Shower For Men,1.0,3.32,0.63,3.95,2026-01-26 20:00:00,2026-01-26,20,0
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-26 20:00:00,2026-01-26,20,0
XL Laugenbrezel 130g FG,1.0,1.31,0.09,1.4,2026-01-27 10:00:00,2026-01-27,10,1
Toothpaste Blenda Med,1.0,1.6,0.3,1.9,2026-01-27 11:00:00,2026-01-27,11,1
OralB Classic Car 35 Mit,1.0,0.92,0.18,1.1,2026-01-27 11:00:00,2026-01-27,11,1
Gepa Schokolade Noir Edelbitter 100g,1.0,2.57,0.18,2.75,2026-01-27 11:00:00,2026-01-27,11,1
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-01-27 13:00:00,2026-01-27,13,1
"Coca Cola Zero 0,4L Glas Mehrweg",2.0,2.52,0.48,3.0,2026-01-27 13:00:00,2026-01-27,13,1
Kinder Bueno 43g Ferrero,1.0,0.93,0.07,1.0,2026-01-27 14:00:00,2026-01-27,14,1
Knoppers,1.0,0.47,0.03,0.5,2026-01-27 14:00:00,2026-01-27,14,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-27 14:00:00,2026-01-27,14,1
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-27 14:00:00,2026-01-27,14,1
Oreo Classic,1.0,2.71,0.19,2.9,2026-01-27 15:00:00,2026-01-27,15,1
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-01-27 15:00:00,2026-01-27,15,1
Gefüllter Triple Chocolate Muffin,1.0,2.06,0.14,2.2,2026-01-27 15:00:00,2026-01-27,15,1
M&M Peanut,1.0,0.93,0.07,1.0,2026-01-27 16:00:00,2026-01-27,16,1
Oreo Classic,2.0,5.41,0.39,5.8,2026-01-27 16:00:00,2026-01-27,16,1
M Cooky Spritzgebäck,3.0,5.61,0.39,6.0,2026-01-27 16:00:00,2026-01-27,16,1
Pringles Hot & Spicy,1.0,1.31,0.09,1.4,2026-01-27 16:00:00,2026-01-27,16,1
Pringles Original,1.0,1.31,0.09,1.4,2026-01-27 16:00:00,2026-01-27,16,1
Ritter Sport Edel Vollmilch 100g,1.0,1.78,0.12,1.9,2026-01-27 16:00:00,2026-01-27,16,1
Haribo Goldbären 100g,1.0,0.93,0.07,1.0,2026-01-27 16:00:00,2026-01-27,16,1
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-01-27 16:00:00,2026-01-27,16,1
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-01-27 17:00:00,2026-01-27,17,1
Koro Protein Bar Schoko Brownie,2.0,4.67,0.33,5.0,2026-01-27 17:00:00,2026-01-27,17,1
Snickers Ice Cream Eisrie,1.0,2.34,0.16,2.5,2026-01-27 18:00:00,2026-01-27,18,1
HOMEMADE BUN Salami,1.0,2.34,0.16,2.5,2026-01-27 18:00:00,2026-01-27,18,1
Brezeln,1.0,1.77,0.13,1.9,2026-01-27 19:00:00,2026-01-27,19,1
Pringles Sweet Paprika,1.0,1.31,0.09,1.4,2026-01-27 19:00:00,2026-01-27,19,1
GIANT Flapjack Pecanut,1.0,1.12,0.08,1.2,2026-01-27 19:00:00,2026-01-27,19,1
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-27 19:00:00,2026-01-27,19,1
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-27 19:00:00,2026-01-27,19,1
Bio cookies & choc fairness 45g,1.0,1.12,0.08,1.2,2026-01-27 21:00:00,2026-01-27,21,1
Parking disc,1.0,1.26,0.24,1.5,2026-01-28 07:00:00,2026-01-28,7,2
Laugenbrezel mit Butter,1.0,1.68,0.12,1.8,2026-01-28 07:00:00,2026-01-28,7,2
Beef Jerky Original,1.0,2.34,0.16,2.5,2026-01-28 11:00:00,2026-01-28,11,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-28 11:00:00,2026-01-28,11,2
Red Bull Sea Blue Edition,1.0,1.07,0.2,1.27,2026-01-28 11:00:00,2026-01-28,11,2
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-28 13:00:00,2026-01-28,13,2
"Red Bull Sugar Free 0,25",1.0,1.07,0.2,1.27,2026-01-28 13:00:00,2026-01-28,13,2
Knoppers,1.0,0.47,0.03,0.5,2026-01-28 14:00:00,2026-01-28,14,2
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-28 14:00:00,2026-01-28,14,2
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-28 14:00:00,2026-01-28,14,2
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-01-28 15:00:00,2026-01-28,15,2
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-01-28 15:00:00,2026-01-28,15,2
Red Bull Green Edition,1.0,0.71,0.14,0.85,2026-01-28 15:00:00,2026-01-28,15,2
"Red Bull 0,25",1.0,0.72,0.13,0.85,2026-01-28 15:00:00,2026-01-28,15,2
GO FRESH Tuna Sandwich,1.0,3.55,0.25,3.8,2026-01-28 16:00:00,2026-01-28,16,2
Kaffee SAP Kaffee 1000gr.,1.0,25.24,1.76,27.0,2026-01-28 16:00:00,2026-01-28,16,2
HOMEMADE BUN VEGAN,1.0,2.34,0.16,2.5,2026-01-28 17:00:00,2026-01-28,17,2
Oreo Classic,1.0,2.71,0.19,2.9,2026-01-28 18:00:00,2026-01-28,18,2
Rexona Deo Cotton Dry,1.0,3.28,0.62,3.9,2026-01-29 09:00:00,2026-01-29,9,3
Haribo Tropifrutti 100g. 30St.,1.0,0.93,0.07,1.0,2026-01-29 14:00:00,2026-01-29,14,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-29 14:00:00,2026-01-29,14,3
"Red Bull 0,25",1.0,1.07,0.2,1.27,2026-01-29 14:00:00,2026-01-29,14,3
HOMEMADE BUN Cheese,1.0,1.78,0.12,1.9,2026-01-29 15:00:00,2026-01-29,15,3
HOMEMADE BUN Salami,1.0,2.33,0.17,2.5,2026-01-29 15:00:00,2026-01-29,15,3
Cashews gerös,1.0,2.06,0.14,2.2,2026-01-29 16:00:00,2026-01-29,16,3
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-01-29 16:00:00,2026-01-29,16,3
Gefüllter Triple Chocolate Muffin,1.0,2.06,0.14,2.2,2026-01-29 17:00:00,2026-01-29,17,3
Snickers Riegel  2 Pack,1.0,1.12,0.08,1.2,2026-01-29 17:00:00,2026-01-29,17,3
Bellezini Focaccine Basil 12 x 150 g,1.0,2.34,0.16,2.5,2026-01-29 17:00:00,2026-01-29,17,3
Koro Protein Bar Schoko Brownie,1.0,2.34,0.16,2.5,2026-01-29 18:00:00,2026-01-29,18,3
Koro Protein Bar Butter Cups,1.0,2.33,0.17,2.5,2026-01-29 18:00:00,2026-01-29,18,3
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-29 19:00:00,2026-01-29,19,3
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-01-29 19:00:00,2026-01-29,19,3
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-29 22:00:00,2026-01-29,22,3
Shot Himbeere Ingwer 60ml,1.0,1.85,0.35,2.2,2026-01-29 22:00:00,2026-01-29,22,3
Airwaves Menth & Eucalypt Box,1.0,2.71,0.19,2.9,2026-01-30 11:00:00,2026-01-30,11,4
Duplo,2.0,0.94,0.06,1.0,2026-01-30 14:00:00,2026-01-30,14,4
M Cooky Spritzgebäck,1.0,1.87,0.13,2.0,2026-01-30 14:00:00,2026-01-30,14,4
Hanuta 2er 44g,1.0,0.93,0.07,1.0,2026-01-30 14:00:00,2026-01-30,14,4
BIO Hafer Drink Moccaccino 12 x 235ml Oa,1.0,1.89,0.36,2.25,2026-01-30 14:00:00,2026-01-30,14,4
"Leergut 0,25 EUR",3.0,0.63,0.12,0.75,2026-01-30 14:00:00,2026-01-30,14,4
"Red Bull Sugar Free 0,25",1.0,1.07,0.2,1.27,2026-01-30 14:00:00,2026-01-30,14,4
DPG Vitamin Well Reload,1.0,1.64,0.31,1.95,2026-01-30 14:00:00,2026-01-30,14,4
YFood Trink Vanilla,1.0,4.58,0.32,4.9,2026-01-30 14:00:00,2026-01-30,14,4
Protein Bar Chocolate,2.0,1.87,0.13,2.0,2026-01-30 15:00:00,2026-01-30,15,4
Berliner Brezel 70g FB,1.0,1.68,0.12,1.8,2026-01-30 17:00:00,2026-01-30,17,4
Filly Nut Donut,1.0,1.4,0.1,1.5,2026-01-30 17:00:00,2026-01-30,17,4
GIANT Flapjack Pecanut,2.0,2.24,0.16,2.4,2026-01-30 17:00:00,2026-01-30,17,4
Koro Protein Bar Pistachio,1.0,2.71,0.19,2.9,2026-01-30 19:00:00,2026-01-30,19,4
Koro Protein Bar Peanut Chocolate,1.0,2.06,0.14,2.2,2026-01-30 19:00:00,2026-01-30,19,4
Protein Bar Chocolate,4.0,3.74,0.26,4.0,2026-01-31 14:00:00,2026-01-31,14,5
Disposable cutlery set,1.0,0.25,0.05,0.3,2026-01-31 14:00:00,2026-01-31,14,5
HOMEMADE Breakfastcup 285g,1.0,2.9,0.2,3.1,2026-01-31 14:00:00,2026-01-31,14,5
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-01-31 14:00:00,2026-01-31,14,5
YFood Trink Vanilla,1.0,4.57,0.33,4.9,2026-01-31 14:00:00,2026-01-31,14,5
"Leergut 0,15 EUR",1.0,0.13,0.02,0.15,2026-01-31 15:00:00,2026-01-31,15,5
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-01-31 15:00:00,2026-01-31,15,5
Twix Xtra 75g,1.0,1.12,0.08,1.2,2026-02-01 11:00:00,2026-02-01,11,6
HANDL Almwurzerl,1.0,3.69,0.26,3.95,2026-02-01 11:00:00,2026-02-01,11,6
"Leergut 0,15 EUR",2.0,0.25,0.05,0.3,2026-02-01 11:00:00,2026-02-01,11,6
"Leergut 0,25 EUR",1.0,0.21,0.04,0.25,2026-02-01 11:00:00,2026-02-01,11,6
"Powerade Mountain Blast 0,5l PEW",1.0,1.34,0.26,1.6,2026-02-01 11:00:00,2026-02-01,11,6
"Mezzo Mix 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-02-01 11:00:00,2026-02-01,11,6
"Coca Cola Zero 0,4L Glas Mehrweg",1.0,1.26,0.24,1.5,2026-02-01 11:00:00,2026-02-01,11,6
